w-2	w-1	w	log2prob	suprisal	entropy	word_lp
_	_	stond	-18.4778	18.4778	8.87044	365068
_	stond	venster	-17.6916	17.6916	3.32193	211687
stond	venster	plantje	-19.4529	19.4529	5.83977	717619
venster	plantje	het	-6.64386	6.64386	5.82737	100
plantje	het	dat	-6.51534	6.51534	0	91.4769
het	dat	in	-6.13124	6.13124	6.18725	70.0952
dat	in	nodig	-11.4039	11.4039	6.37837	2709.73
in	nodig	water	-14.6927	14.6927	5.15569	26482
nodig	water	zeldzame	-16.4457	16.4457	0	89256.1
water	zeldzame	het	-5.47942	5.47942	6.91239	44.6138
zeldzame	het	had	-11.9555	11.9555	11.8089	3971.62
_	_	net	-16.6704	16.6704	8.87044	104305
_	net	zat	-12.8762	12.8762	3.04607	7518.27
net	zat	gebracht	-12.7494	12.7494	1.58496	6885.61
zat	gebracht	banket	-21.1898	21.1898	4.26387	2.39E+06
gebracht	banket	het	-5.47942	5.47942	4.29807	44.6138
banket	het	in	-7.26525	7.26525	11.8089	153.836
het	in	was	-8.47549	8.47549	6.6569	355.94
in	was	tor	-21.2387	21.2387	3.76948	2.47E+06
was	tor	luxueuze	-19.7392	19.7392	4.25075	875145
tor	luxueuze	dat	-6.51534	6.51534	5.8817	91.4769
luxueuze	dat	een	-5.46617	5.46617	7.86025	44.2058
_	_	oom	-16.3654	16.3654	8.87044	84425.7
_	oom	onzekere	-17.3485	17.3485	6.76755	166888
oom	onzekere	die	-7.08274	7.08274	6.24776	135.556
onzekere	die	mijn	-9.64546	9.64546	9.98323	800.891
die	mijn	moest	-11.8328	11.8328	6.96045	3647.73
mijn	moest	knappe	-17.1989	17.1989	0	150444
moest	knappe	uitnodigde	-19.4968	19.4968	7.06901	739813
knappe	uitnodigde	blondine	-17.546	17.546	1.74869	191365
uitnodigde	blondine	de	-8.55075	8.55075	4.24971	375
blondine	de	lachen	-14.8311	14.8311	0	29147.8
de	lachen	Henk	-14.1491	14.1491	4.89167	18167.6
_	_	niet	-14.5613	14.5613	8.87044	24176.7
_	niet	verdachte	-14.3154	14.3154	5.89827	20386.9
niet	verdachte	het	-5.47942	5.47942	1.58496	44.6138
verdachte	het	oude	-11.8661	11.8661	4.26269	3732.93
het	oude	de	-11.1293	11.1293	8.62133	2240
oude	de	ontving	-15.8547	15.8547	1	59258.4
de	ontving	pakketje	-17.5193	17.5193	5.54069	187858
ontving	pakketje	opende	-15.6507	15.6507	4.6079	51442.2
pakketje	opende	het	-5.12412	5.12412	4.65551	34.875
opende	het	agent	-15.2678	15.2678	4.78418	39451.3
het	agent	die	-3.2515	3.2515	6.1747	9.52356
_	_	ervaart	-16.6937	16.6937	8.87044	106000
_	ervaart	mensen	-9.66277	9.66277	5.12682	810.557
ervaart	mensen	tegenslag	-18.0799	18.0799	7.2895	277073
mensen	tegenslag	zware	-13.7312	13.7312	5.02124	13599
tegenslag	zware	gewoon	-11.3951	11.3951	8.89469	2693.16
zware	gewoon	die	-9.37965	9.37965	8.36064	666.125
gewoon	die	meeste	-12.3237	12.3237	5.27193	5126.21
die	meeste	door	-8.17904	8.17904	0	289.826
meeste	door	ondanks	-13.5818	13.5818	3.12193	12260.7
door	ondanks	iedereen	-11.7519	11.7519	0.32693	3448.93
ondanks	iedereen	de	-5.97839	5.97839	7.7312	63.0485
iedereen	de	gaan	-9.6734	9.6734	7.42732	816.552
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	doorgaans	-14.9739	14.9739	7.64358	32180.2
die	doorgaans	tieners	-17.0688	17.0688	4.87429	137475
doorgaans	tieners	aan	-2.94044	2.94044	4.95084	7.67647
tieners	aan	gang	-13.5047	13.5047	0.220845	11623.2
aan	gang	valt	-12.3503	12.3503	5.27976	5221.7
gang	valt	doen	-13.7464	13.7464	6.45751	13743
valt	doen	weinig	-11.8007	11.8007	0	3567.4
doen	weinig	onstuimige	-19.6049	19.6049	2.52164	797354
weinig	onstuimige	gaan	-9.6734	9.6734	5.19583	816.552
onstuimige	gaan	hun	-9.76502	9.76502	7.68218	870.089
gaan	hun	te	-6.65821	6.65821	4.11825	101
_	_	hoofd	-21.7997	21.7997	8.87044	3.65E+06
_	hoofd	om	-7.71698	7.71698	0	210.399
hoofd	om	zijn	-6.2854	6.2854	4.84426	78
om	zijn	mannen	-11.8865	11.8865	9.74973	3786
zijn	mannen	bandana	-22.5118	22.5118	5.37723	5.98E+06
mannen	bandana	hebben	-8.65474	8.65474	3.4183	403.03
bandana	hebben	een	-4.98506	4.98506	7.80664	31.6704
hebben	een	die	-7.08274	7.08274	9.52878	135.556
een	die	strakke	-16.8183	16.8183	6.75764	115559
die	strakke	stoer	-17.379	17.379	3	170456
strakke	stoer	hun	-9.33696	9.33696	6.21966	646.701
_	_	de	-11.4389	11.4389	8.87044	2776.18
_	de	die	-7.08274	7.08274	9.61911	135.556
de	die	vandaag	-11.8607	11.8607	4.01949	3719
die	vandaag	zangeres	-14.0053	14.0053	4.85056	16444.1
vandaag	zangeres	brunette	-21.6373	21.6373	6.19503	3.26E+06
zangeres	brunette	erg	-11.3067	11.3067	4.00489	2533.16
brunette	erg	gevatte	-21.5118	21.5118	8.66644	2.99E+06
erg	gevatte	de	-4.48102	4.48102	3.80351	22.3316
gevatte	de	partijdig	-21.6157	21.6157	13.2606	3.21E+06
de	partijdig	is	-3.16993	3.16993	4.46458	9
partijdig	is	beoordeelt	-17.5692	17.5692	2.23593	194477
_	_	vriendelijk	-21.7997	21.7997	8.87044	3.65E+06
_	vriendelijk	erg	-11.3067	11.3067	0	2533.16
vriendelijk	erg	uitnodigt	-14.7899	14.7899	8.66644	28328
erg	uitnodigt	geschikte	-15.9533	15.9533	0	63449.9
uitnodigt	geschikte	de	-4.48102	4.48102	7.9103	22.3316
geschikte	de	is	-18.1563	18.1563	13.2606	292131
de	is	bloemist	-20.9674	20.9674	3.45943	2.05E+06
is	bloemist	sollicitant	-18.5653	18.5653	0	387902
bloemist	sollicitant	toch	-10.2008	10.2008	5.15275	1176.89
sollicitant	toch	de	-5.66351	5.66351	7.61237	50.6858
toch	de	die	-7.08274	7.08274	8.6213	135.556
_	_	niet	-14.5613	14.5613	8.87044	24176.7
_	niet	loopt	-12.9293	12.9293	5.89827	7800.2
niet	loopt	poema	-21.1898	21.1898	3.47303	2.39E+06
loopt	poema	Veluwe	-16.9143	16.9143	3.00624	123514
poema	Veluwe	de	-8.18239	8.18239	4.66584	290.5
Veluwe	de	is	-6.31192	6.31192	1	79.4472
de	is	de	-3.45943	3.45943	3.45943	11
is	de	op	-10.9583	10.9583	11.2545	1989.6
de	op	gevaarlijk	-15.0192	15.0192	6.22598	33207.7
op	gevaarlijk	tamme	-19.8873	19.8873	0	969755
gevaarlijk	tamme	die	-7.08274	7.08274	5.44777	135.556
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	wilde	-12.2615	12.2615	7.64358	4909.82
die	wilde	de	-5.1964	5.1964	4.9813	36.6667
wilde	de	schrikken	-16.7414	16.7414	7.09911	109560
de	schrikken	hondje	-17.5692	17.5692	4.48648	194477
schrikken	hondje	jonge	-13.0221	13.0221	6.51675	8318.29
hondje	jonge	het	-12.0746	12.0746	8.58624	4313.5
jonge	het	erg	-11.3067	11.3067	1	2533.16
het	erg	aaien	-19.2765	19.2765	6.33908	635061
erg	aaien	puppy	-19.5421	19.5421	3.48188	763424
aaien	puppy	liet	-13.0013	13.0013	4.8224	8199.48
puppy	liet	Vera	-17.6789	17.6789	6.97018	209830
_	_	verkeerde	-20.7997	20.7997	8.87044	1.83E+06
_	verkeerde	ging	-11.598	11.598	1	3099.86
verkeerde	ging	stond	-14.4987	14.4987	7.24874	23150
ging	stond	pagina	-14.3289	14.3289	0	20579.8
stond	pagina	vorige	-12.7024	12.7024	7.57598	6664.98
pagina	vorige	die	-12.3943	12.3943	5.41619	5383.5
vorige	die	zin	-12.343	12.343	1	5195.24
die	zin	eendenjacht	-26.0967	26.0967	5.45746	7.18E+07
zin	eendenjacht	de	-4.48102	4.48102	0	22.3316
eendenjacht	de	op	-11.4954	11.4954	13.2606	2887.19
de	op	een	-4.16604	4.16604	6.22598	17.9516
op	een	over	-15.7264	15.7264	10.8911	54213
_	_	ondanks	-20.7997	20.7997	8.87044	1.83E+06
_	ondanks	werkte	-14.6104	14.6104	1	25012.9
ondanks	werkte	typiste	-23.5118	23.5118	6.22627	1.20E+07
werkte	typiste	de	-4.48102	4.48102	2.58496	22.3316
typiste	de	haar	-15.3119	15.3119	13.2606	40676.5
de	haar	blinde	-16.7109	16.7109	5.51048	107267
haar	blinde	antwoord	-12.8261	12.8261	2.25163	7261.88
blinde	antwoord	die	-12.2706	12.2706	5.78032	4941
antwoord	die	het	-5.47942	5.47942	1	44.6138
die	het	wist	-12.2516	12.2516	10.0295	4876.33
het	wist	handicap	-16.6538	16.6538	3.52765	103106
_	_	logen	-21.2387	21.2387	8.87044	2.47E+06
_	logen	die	-7.08274	7.08274	3.38312	135.556
logen	die	lieten	-15.844	15.844	9.98323	58821
die	lieten	de	-4.48102	4.48102	2.9477	22.3316
lieten	de	sterke	-13.855	13.855	6.49839	14817.6
de	sterke	zien	-10.3423	10.3423	7.17417	1298.25
sterke	zien	er	-6.91202	6.91202	5.76103	120.427
zien	er	resultaten	-13.7569	13.7569	7.01221	13843
er	resultaten	om	-7.71698	7.71698	2.25163	210.399
resultaten	om	niet	-7.1071	7.1071	2.32193	137.864
om	niet	tendens	-17.508	17.508	5.80688	186394
niet	tendens	een	-7.58871	7.58871	5.41524	192.5
_	_	flinke	-14.5874	14.5874	8.87044	24618.1
_	flinke	naar	-8.27957	8.27957	8.75254	310.742
flinke	naar	een	-3.75457	3.75457	7.60219	13.497
naar	een	keek	-14.2837	14.2837	10.333	19944.9
een	keek	trok	-14.8518	14.8518	0	29568.1
keek	trok	die	-7.08274	7.08274	0	135.556
trok	die	de	-4.48102	4.48102	3.12193	22.3316
die	de	boos	-15.1252	15.1252	11.2996	35738
de	boos	moeder	-12.621	12.621	5.14357	6299.32
boos	moeder	pruillip	-24.5118	24.5118	7.17304	2.39E+07
moeder	pruillip	kleuter	-18.2202	18.2202	1.58496	305370
_	_	dat	-12.3925	12.3925	8.87044	5376.55
_	dat	tijger	-18.8021	18.8021	6.33018	457082
dat	tijger	doelwit	-17.4385	17.4385	5.14471	177628
tijger	doelwit	bos	-14.8524	14.8524	4.15338	29580.3
doelwit	bos	gekozen	-13.4294	13.4294	6.55777	11031.8
bos	gekozen	liep	-13.4864	13.4864	5.98719	11476.4
gekozen	liep	het	-3.92383	3.92383	6.4326	15.1772
liep	het	had	-9.86669	9.86669	5.54308	933.621
het	had	nieuwe	-10.1728	10.1728	6.22171	1154.27
had	nieuwe	in	-5.85295	5.85295	1	57.798
nieuwe	in	de	-1.20163	1.20163	2.78555	2.3
in	de	het	-14.0253	14.0253	11.3754	16673.3
_	_	choreograaf	-20.3418	20.3418	8.87044	1.33E+06
_	choreograaf	reden	-12.5672	12.5672	4.60084	6068.66
choreograaf	reden	hij	-11.5296	11.5296	5.99785	2956.25
reden	hij	de	-2	2	2	4
hij	de	die	-7.08274	7.08274	10.4937	135.556
de	die	hoorde	-14.3402	14.3402	4.01949	20740.4
die	hoorde	danser	-19.4968	19.4968	3.02206	739813
hoorde	danser	schrok	-17.0066	17.0066	4.51024	131673
danser	schrok	uitschold	-21.7748	21.7748	4.81858	3.59E+06
schrok	uitschold	de	-4.48102	4.48102	1.02193	22.3316
uitschold	de	toen	-13.2191	13.2191	13.2606	9535.43
de	toen	de	-4.48102	4.48102	5.47135	22.3316
toen	de	trage	-17.6455	17.6455	9.27151	205034
_	_	man	-18.7997	18.7997	8.87044	456335
_	man	de	-4.48102	4.48102	2.6416	22.3316
man	de	afgevoerd	-16.7793	16.7793	7.18899	112479
de	afgevoerd	arresteerde	-18.8299	18.8299	3.25656	465986
afgevoerd	arresteerde	immens	-18.3825	18.3825	2.50906	341723
arresteerde	immens	onder	-9.93114	9.93114	5.2824	976.272
immens	onder	de	-2.07718	2.07718	6.30532	4.21982
onder	de	werd	-9.59871	9.59871	9.36465	775.351
de	werd	politie	-11.424	11.424	1.58496	2747.6
werd	politie	protest	-15.4885	15.4885	0	45971.7
politie	protest	die	-10.6083	10.6083	4.79014	1561
_	_	die	-13.4733	13.4733	8.87044	11372.8
_	die	bestuur	-13.3878	13.3878	7.64358	10718.7
die	bestuur	bonus	-17.1367	17.1367	0	144100
bestuur	bonus	werd	-8.96	8.96	5.7254	498
bonus	werd	het	-5.47942	5.47942	0	44.6138
werd	het	aan	-9.41961	9.41961	9.55232	684.833
het	aan	opgemerkt	-15.8619	15.8619	5.38675	59553.4
aan	opgemerkt	uitgedeeld	-17.0939	17.0939	3.72681	139887
opgemerkt	uitgedeeld	de	-4.48102	4.48102	3.88798	22.3316
uitgedeeld	de	flinke	-17.0921	17.0921	13.2606	139715
de	flinke	werd	-9.59871	9.59871	4.17574	775.351
_	_	vermoord	-21.7997	21.7997	8.87044	3.65E+06
_	vermoord	vermiste	-15.9444	15.9444	0	63059.6
vermoord	vermiste	de	-4.48102	4.48102	4.27059	22.3316
vermiste	de	had	-20.6157	20.6157	13.2606	1.61E+06
de	had	leerling	-15.2403	15.2403	1	38706.5
had	leerling	werd	-9.27146	9.27146	6.62264	618
leerling	werd	die	-7.08274	7.08274	1.58496	135.556
werd	die	verhoord	-17.6455	17.6455	6.64285	205034
die	verhoord	decaan	-19.947	19.947	1.58496	1.01E+06
verhoord	decaan	de	-5.14975	5.14975	4.51667	35.5
_	_	opgenomen	-13.1336	13.1336	8.87044	8987.08
_	opgenomen	die	-5.53663	5.53663	4.84381	46.4186
opgenomen	die	het	-4.61891	4.61891	4.62362	24.5714
die	het	kritieke	-17.3859	17.3859	10.0295	171269
het	kritieke	in	-5.85295	5.85295	2.33288	57.798
kritieke	in	was	-13.5573	13.5573	7.60237	12054.2
in	was	werd	-9.59871	9.59871	3.76948	775.351
was	werd	ziekenhuis	-13.4096	13.4096	3.37015	10881.3
werd	ziekenhuis	toestand	-14.5278	14.5278	6.29067	23621.4
ziekenhuis	toestand	de	-8.24698	8.24698	5.61561	303.8
toestand	de	vrouw	-11.647	11.647	3.32193	3206.95
de	vrouw	zwanger	-10.2412	10.2412	6.26873	1210.33
vrouw	zwanger	in	-5.85295	5.85295	2.396	57.798
_	_	wrede	-18.1779	18.1779	8.87044	296537
_	wrede	wanhopig	-17.8488	17.8488	6.73308	236059
wrede	wanhopig	dichter	-14.3842	14.3842	6.15905	21383.2
wanhopig	dichter	de	-7.18897	7.18897	5.80943	145.913
dichter	de	lezer	-14.6154	14.6154	4.43661	25100.3
de	lezer	de	-5.77411	5.77411	6.88607	54.7241
lezer	de	vreest	-16.1324	16.1324	5.0374	71833.7
de	vreest	vergeten	-13.6222	13.6222	4.35333	12609.7
vreest	vergeten	die	-7.56758	7.56758	5.67735	189.7
vergeten	die	is	-6.31192	6.31192	4.84022	79.4472
_	_	van	-13.3079	13.3079	8.87044	10140.8
_	van	heilige	-14.4903	14.4903	5.9199	23015.4
van	heilige	de	-4.48102	4.48102	4.46073	22.3316
heilige	de	gestorven	-16.0441	16.0441	0	67572.4
de	gestorven	Delhi	-18.7304	18.7304	3.97542	434920
gestorven	Delhi	is	-5.04439	5.04439	5.28751	33
Delhi	is	bouwde	-17.1571	17.1571	2.32193	146155
is	bouwde	tempel	-15.3137	15.3137	5.59646	40727.5
bouwde	tempel	beschermheer	-19.9268	19.9268	6.13023	996693
tempel	beschermheer	de	-4.48102	4.48102	2.36285	22.3316
beschermheer	de	die	-16.2581	16.2581	13.2606	78376.6
_	_	dat	-12.3925	12.3925	8.87044	5376.55
_	dat	elkaar	-10.8543	10.8543	6.33018	1851.3
dat	elkaar	bureau	-15.0401	15.0401	3.27761	33691
elkaar	bureau	het	-7.88671	7.88671	7.26377	236.667
bureau	het	viel	-13.7867	13.7867	3.16993	14131.9
het	viel	gezet	-13.0714	13.0714	4.50275	8607.64
viel	gezet	was	-8.77739	8.77739	4.42744	438.789
gezet	was	in	-5.85295	5.85295	3.11058	57.798
was	in	ineen	-17.5269	17.5269	6.37596	188847
in	ineen	knullig	-20.0523	20.0523	0	1.09E+06
ineen	knullig	houten	-15.0421	15.0421	4.4614	33738.5
_	_	te	-15.185	15.185	8.87044	37251.8
_	te	ontloopt	-21.3963	21.3963	6.08021	2.76E+06
te	ontloopt	dronkelap	-22.9268	22.9268	3.76718	7.97E+06
ontloopt	dronkelap	uitsmijter	-19.5269	19.5269	2.9477	755388
dronkelap	uitsmijter	iets	-10.4958	10.4958	4.50744	1443.9
uitsmijter	iets	verbergen	-15.6009	15.6009	7.80727	49699
iets	verbergen	heeft	-8.20096	8.20096	0	294.262
verbergen	heeft	die	-7.08274	7.08274	2.11808	135.556
heeft	die	de	-5.54775	5.54775	8.57743	46.7778
die	de	magere	-17.9268	17.9268	11.2996	249173
de	magere	de	-4.48102	4.48102	3.4768	22.3316
_	_	valt	-18.7997	18.7997	8.87044	456335
_	valt	brievenbus	-17.9623	17.9623	2.75	255380
valt	brievenbus	brief	-12.9768	12.9768	5.82963	8061.32
brievenbus	brief	een	-6.20105	6.20105	5.76644	73.5702
brief	een	die	-7.08274	7.08274	2.36681	135.556
een	die	zie	-11.8333	11.8333	6.75764	3649.03
die	zie	nog	-8.44968	8.44968	1.55824	349.63
zie	nog	ik	-7.71784	7.71784	3.7964	210.523
nog	ik	de	-4.48102	4.48102	3.94076	22.3316
ik	de	geschreven	-12.9224	12.9224	10.5253	7763.08
de	geschreven	zelden	-15.03	15.03	2.74376	33455.4
geschreven	zelden	in	-4.93748	4.93748	7.74196	30.6429
_	_	gebeld	-21.7997	21.7997	8.87044	3.65E+06
_	gebeld	de	-4.48102	4.48102	0	22.3316
gebeld	de	acht	-13.1849	13.1849	0	9312.47
de	acht	belangrijk	-12.4477	12.4477	5.99488	5586.32
acht	belangrijk	privacy	-15.7436	15.7436	6.03144	54863.8
belangrijk	privacy	vaak	-10.3421	10.3421	5.62111	1298
privacy	vaak	ster	-15.7636	15.7636	0	55629.4
vaak	ster	voldoende	-12.9221	12.9221	6.24189	7761.4
ster	voldoende	die	-12.1746	12.1746	8.88078	4623
voldoende	die	wordt	-8.63455	8.63455	1	397.427
_	_	belachelijk	-19.2148	19.2148	8.87044	608446
_	belachelijk	omstanders	-18.0799	18.0799	2.58496	277073
belachelijk	omstanders	de	-7.01681	7.01681	5.87414	129.5
omstanders	de	erg	-11.3067	11.3067	1	2533.16
de	erg	de	-4.48102	4.48102	4.76065	22.3316
erg	de	maken	-9.99513	9.99513	4.74708	1020.55
de	maken	zijn	-6.94949	6.94949	1.91434	123.596
maken	zijn	beroemde	-15.1432	15.1432	5.43622	36188.5
zijn	beroemde	kritisch	-14.9674	14.9674	5.29725	32036.5
beroemde	kritisch	technoloog	-22.9268	22.9268	6.33912	7.97E+06
kritisch	technoloog	die	-7.08274	7.08274	2.9477	135.556
_	_	hij	-14.5051	14.5051	8.87044	23252.7
_	hij	tijdens	-11.1627	11.1627	5.49491	2292.49
hij	tijdens	babbel	-20.6049	20.6049	2.61776	1.59E+06
tijdens	babbel	de	-4.48102	4.48102	4.31788	22.3316
babbel	de	helpt	-16.4458	16.4458	13.2606	89262.3
de	helpt	hebben	-8.65474	8.65474	6.50521	403.03
helpt	hebben	sollicitaties	-19.9882	19.9882	7.80664	1.04E+06
hebben	sollicitaties	kan	-8.89183	8.89183	4.79651	475.015
sollicitaties	kan	wel	-7.42844	7.42844	7.90496	172.26
kan	wel	vlotte	-18.3756	18.3756	6.78731	340104
wel	vlotte	die	-7.08274	7.08274	6.62653	135.556
_	_	helaas	-16.8928	16.8928	8.87044	121689
_	helaas	daar	-9.95936	9.95936	4.3199	995.559
helaas	daar	Vincent	-16.8206	16.8206	2.32193	115745
daar	Vincent	portretten	-17.7173	17.7173	5.71795	215501
Vincent	portretten	verdienen	-14.2407	14.2407	4.51981	19358.5
portretten	verdienen	mee	-10.5918	10.5918	5.26771	1543.3
verdienen	mee	beroemde	-15.1432	15.1432	6.27458	36188.5
mee	beroemde	niks	-13.1143	13.1143	9.01789	8867.15
beroemde	niks	die	-11.9825	11.9825	6.28619	4046.5
niks	die	geschilderd	-17.1719	17.1719	1	147658
die	geschilderd	kon	-11.4216	11.4216	4.44655	2743.09
geschilderd	kon	heeft	-14.6751	14.6751	7.8455	26161
_	_	werk	-18.7997	18.7997	8.87044	456335
_	werk	artiesten	-16.2497	16.2497	2.75	77917.3
werk	artiesten	huilende	-19.5889	19.5889	5.75159	788592
artiesten	huilende	geen	-9.05198	9.05198	5.83615	530.783
huilende	geen	de	-13.3443	13.3443	11.4559	10400
geen	de	vermaken	-17.4931	17.4931	3.08506	184478
de	vermaken	de	-6.2817	6.2817	3.85745	77.8
vermaken	de	hebben	-8.65474	8.65474	1.92193	403.03
de	hebben	moeten	-9.98149	9.98149	1.58496	1010.94
hebben	moeten	babies	-20.0093	20.0093	6.56558	1.06E+06
moeten	babies	die	-4.5025	4.5025	4.90112	22.6667
_	_	langer	-19.4778	19.4778	8.87044	730135
_	langer	de	-4.48102	4.48102	1.92193	22.3316
langer	de	was	-8.47549	8.47549	7.10778	355.94
de	was	route	-14.546	14.546	5.89202	23920.6
was	route	liep	-8.74339	8.74339	6.91233	428.571
route	liep	verwacht	-13.1271	13.1271	2.80735	8946.75
liep	verwacht	plassen	-17.0771	17.0771	5.40319	138269
verwacht	plassen	Utrechtse	-15.0557	15.0557	4.83564	34058.8
plassen	Utrechtse	dan	-8.22194	8.22194	5.80495	298.572
Utrechtse	dan	die	-7.03006	7.03006	8.36871	130.695
dan	die	de	-8.03735	8.03735	6.00508	262.714
die	de	langs	-12.3901	12.3901	11.2996	5367.78
_	_	heks	-17.9726	17.9726	8.87044	257211
_	heks	onzekere	-17.3485	17.3485	5.4786	166888
heks	onzekere	een	-5.57909	5.57909	6.24776	47.805
onzekere	een	de	-12.6974	12.6974	12.6731	6642.15
een	de	lachte	-17.2797	17.2797	6.05806	159117
de	lachte	voorspelde	-17.7087	17.7087	5.10924	214215
lachte	voorspelde	toekomst	-12.636	12.636	5.97746	6365.25
voorspelde	toekomst	hard	-13.4606	13.4606	6.63888	11273
toekomst	hard	haar	-9.50781	9.50781	0	728.007
hard	haar	die	-7.08274	7.08274	0	135.556
_	_	chauffeur	-21.7997	21.7997	8.87044	3.65E+06
_	chauffeur	het	-5.47942	5.47942	0	44.6138
chauffeur	het	had	-9.86669	9.86669	3.32193	933.621
het	had	die	-7.08274	7.08274	6.22171	135.556
had	die	een	-4.30055	4.30055	7.03134	19.7059
die	een	ontdekt	-14.2726	14.2726	10.5672	19790.9
een	ontdekt	beloning	-15.7184	15.7184	0	53915.8
ontdekt	beloning	buskruit	-20.3963	20.3963	5.63452	1.38E+06
beloning	buskruit	gisteren	-13.3049	13.3049	4.55571	10120.1
buskruit	gisteren	de	-4.96522	4.96522	6.80915	31.2379
gisteren	de	kreeg	-12.2696	12.2696	5.18968	4937.52
de	kreeg	verstopte	-18.4529	18.4529	0	358809
_	_	dure	-21.7997	21.7997	8.87044	3.65E+06
_	dure	die	-7.08274	7.08274	0	135.556
dure	die	zwarte	-13.3415	13.3415	9.98323	10380.2
die	zwarte	onervaren	-18.5498	18.5498	5.63321	383753
zwarte	onervaren	gestemd	-15.7502	15.7502	6.23473	55116.6
onervaren	gestemd	de	-6.64607	6.64607	4.27881	100.154
gestemd	de	musicus	-18.9987	18.9987	1.85429	523809
de	musicus	piano	-16.9882	16.9882	3.9477	130003
musicus	piano	de	-8.10852	8.10852	5.24445	276
piano	de	zenuwachtig	-17.9268	17.9268	1	249173
de	zenuwachtig	heeft	-8.20096	8.20096	5.04097	294.262
zenuwachtig	heeft	was	-14.7258	14.7258	8.33438	27096.3
_	_	enthousiast	-15.2148	15.2148	8.87044	38029.6
_	enthousiast	die	-7.08274	7.08274	5.81477	135.556
enthousiast	die	mijn	-9.64546	9.64546	9.98323	800.891
die	mijn	bezoeken	-14.2986	14.2986	6.96045	20152.2
mijn	bezoeken	te	-6.59774	6.59774	1.78067	96.8543
bezoeken	te	tante	-16.6393	16.6393	2	102079
te	tante	dorpjes	-17.2926	17.2926	7.25009	160541
tante	dorpjes	ervan	-12.7167	12.7167	5.37163	6731.25
dorpjes	ervan	was	-7.98774	7.98774	6.57748	253.833
ervan	was	hield	-13.8961	13.8961	4.81459	15245.8
was	hield	knusse	-19.7217	19.7217	1	864601
_	_	niet	-14.5613	14.5613	8.87044	24176.7
_	niet	op	-6.30378	6.30378	5.89827	79
niet	op	verzekerd	-15.9255	15.9255	6.80278	62239.3
op	verzekerd	tandem	-20.1898	20.1898	4.84886	1.20E+06
verzekerd	tandem	niet	-7.1071	7.1071	5.41506	137.864
tandem	niet	die	-10.0441	10.0441	8.68385	1055.82
niet	die	was	-8.47549	8.47549	6.93552	355.94
die	was	ver	-12.8912	12.8912	7.3055	7597.06
was	ver	gammele	-19.8873	19.8873	3.55553	969755
ver	gammele	kwamen	-12.7991	12.7991	6.04729	7127.01
gammele	kwamen	de	-3.71267	3.71267	6.8309	13.1107
kwamen	de	we	-8.7397	8.7397	7.94755	427.477
_	_	prachtig	-18.4778	18.4778	8.87044	365068
_	prachtig	bezoekt	-16.1734	16.1734	3.32193	73905.1
prachtig	bezoekt	bossen	-15.9934	15.9934	5.71027	65238.1
bezoekt	bossen	Zwitserse	-16.2702	16.2702	5.63283	79032.9
bossen	Zwitserse	graag	-12.1732	12.1732	6.70708	4618.48
Zwitserse	graag	man	-13.9235	13.9235	7.69359	15538
graag	man	Hollandse	-15.6905	15.6905	0	52882.7
man	Hollandse	de	-4.48102	4.48102	8.27516	22.3316
Hollandse	de	de	-12.1915	12.1915	13.2606	4677.5
de	de	zijn	-6.94949	6.94949	8.20795	123.596
de	zijn	die	-7.08274	7.08274	4.58496	135.556
_	_	had	-16.5143	16.5143	8.87044	93607.1
_	had	zoete	-16.5556	16.5556	3.93133	96324.7
had	zoete	die	-7.08274	7.08274	6.41253	135.556
zoete	die	gegeten	-17.014	17.014	9.98323	132347
die	gegeten	oma	-15.8995	15.8995	1.5	61126
gegeten	oma	flinke	-14.5874	14.5874	6.70479	24618.1
oma	flinke	pannekoek	-21.3418	21.3418	8.75254	2.66E+06
flinke	pannekoek	gisteren	-13.3049	13.3049	4.20841	10120.1
pannekoek	gisteren	een	-3.94315	3.94315	6.80915	15.3818
gisteren	een	had	-9.86669	9.86669	5.36706	933.621
een	had	buikpijn	-18.8113	18.8113	2.26358	460012
_	_	op	-13.3903	13.3903	8.87044	10737.3
_	op	modieuze	-19.1309	19.1309	4.62877	574095
op	modieuze	bracht	-14.1248	14.1248	6.01071	17864.5
modieuze	bracht	markt	-13.2017	13.2017	6.35857	9421.28
bracht	markt	tassen	-17.4457	17.4457	6.71187	178512
markt	tassen	Sarah	-17.6831	17.6831	5.49589	210445
tassen	Sarah	wollen	-19.0093	19.0093	6.07663	527661
Sarah	wollen	had	-9.86669	9.86669	5.83294	933.621
wollen	had	de	-4.7452	4.7452	8.18359	26.8193
had	de	succes	-13.3887	13.3887	9.5613	10725.1
de	succes	die	-7.08274	7.08274	2	135.556
_	_	de	-11.4389	11.4389	8.87044	2776.18
_	de	mannen	-9.36851	9.36851	9.61911	661
de	mannen	breekijzer	-21.0967	21.0967	6.39879	2.24E+06
mannen	breekijzer	ideale	-15.6383	15.6383	4.11361	51003.5
breekijzer	ideale	onmisbaar	-17.2049	17.2049	8.05994	151078
